Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
The Twirls in Plum Girls Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",850.0,the-twirls-in-plum-girls-hoodie-hoodie-only,shopify,"46935001759993, 46935001792761, 46935001825529, 46935001858297, 46935001891065, 46935001923833, 46935001956601, 46935001989369, 46935002022137",True,nan,https://applemintandcocoa.com//products/the-twirls-in-plum-girls-hoodie-hoodie-only,2026/02/22 12:59:04 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Twirls in Plum Girls Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Twirls in Plum Women Hoodie (HOODIE ONLY),"Small, Medium, Large, XLarge, XXLarge",1150.0,the-twirls-in-plum-women-hoodie-hoodie-only,shopify,"46934999171321, 46934999204089, 46934999236857, 46934999269625, 46934999302393",True,nan,https://applemintandcocoa.com//products/the-twirls-in-plum-women-hoodie-hoodie-only,2026/02/22 12:59:07 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining,"The Twirls in Plum Women Hoodie (HOODIE ONLY) - Small, Medium, Large, XLarge, XXLarge: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining"
The Violet Haze Set For Baby Girls  (T-Shirt and Shorts ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",345.0,the-violet-haze-set-for-baby-girls-t-shirt-and-shorts-included,shopify,"44519771963641, 44519771996409, 44519772029177, 44519772061945, 44519772094713, 44519772127481",True,nan,https://applemintandcocoa.com//products/the-violet-haze-set-for-baby-girls-t-shirt-and-shorts-included,2026/02/22 12:58:54 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry.","The Violet Haze Set For Baby Girls  (T-Shirt and Shorts ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry."
The Violet Haze T-shirt For Baby Girls (T-SHIRT ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",120.0,the-violet-haze-t-shirt-for-baby-girls-t-shirt-only,shopify,"46973584376057, 46973584408825, 46973584441593, 46973584474361, 46973584507129, 46973584539897",True,nan,https://applemintandcocoa.com//products/the-violet-haze-t-shirt-for-baby-girls-t-shirt-only,2026/02/22 12:59:13 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry.","The Violet Haze T-shirt For Baby Girls (T-SHIRT ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry."
The Violet Haze T-shirt ONLY for Women,"Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",320.0,the-violet-haze-t-shirt-only-for-women,shopify,"44519757676793, 44519757709561, 44519757742329, 44519757775097, 44519757840633",True,nan,https://applemintandcocoa.com//products/the-violet-haze-t-shirt-only-for-women,2026/02/22 12:59:11 PM,Size & Fit:Regular fit. Runs true to size. Fabric:96% Cotton & 4% lycra Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.,"The Violet Haze T-shirt ONLY for Women - Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Regular fit. Runs true to size. Fabric:96% Cotton & 4% lycra Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Wanted Boys Fleece PJs,"12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years",850.0,the-wanted-boys-fleece-pjs,shopify,"46781296148729, 46781296181497, 46781296214265, 46781296247033, 46781296279801, 46781296312569, 46781296345337, 46781296378105, 46781296410873",True,nan,https://applemintandcocoa.com//products/the-wanted-boys-fleece-pjs,2026/02/22 12:59:17 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Wanted Boys Fleece PJs - 12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Waves T-shirt For Men in White,"Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",249.0,the-waves-for-men-in-white-1,shopify,"43730575130873, 43730575196409, 43730575261945, 43730575327481",True,nan,https://applemintandcocoa.com//products/the-waves-for-men-in-white-1,2026/02/22 12:59:20 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra,"The Waves T-shirt For Men in White - Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra"
The Wild & Free in Cashmere T-shirt ONLY For Baby Girls,"0-6 Months, 6-12 Months, 12-24 Months",195.0,the-wild-free-in-cashmeret-shirt-only-for-baby-girls,shopify,"46473473229049, 46473473261817, 46473473294585",True,nan,https://applemintandcocoa.com//products/the-wild-free-in-cashmeret-shirt-only-for-baby-girls,2026/02/22 12:59:12 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry.","The Wild & Free in Cashmere T-shirt ONLY For Baby Girls - 0-6 Months, 6-12 Months, 12-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry."
The Wild & Free in Cashmere T-shirt ONLY For Girls,"2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",339.0,the-wild-free-in-cashmere-t-shirt-only-for-girls,shopify,"46473470968057, 46473471000825, 46473471033593, 46473471066361, 46473471099129, 46473471131897, 46473471164665, 46473471197433, 46473471230201",True,nan,https://applemintandcocoa.com//products/the-wild-free-in-cashmere-t-shirt-only-for-girls,2026/02/22 12:59:23 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra,"The Wild & Free in Cashmere T-shirt ONLY For Girls - 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra"
The Wild & Free in Cashmere T-shirt ONLY For Women,"Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",512.0,wild-free-in-cashmere-t-shirt-only-for-women,shopify,"46473470411001, 46473470443769, 46473470476537, 46473470509305, 46473470542073",True,nan,https://applemintandcocoa.com//products/wild-free-in-cashmere-t-shirt-only-for-women,2026/02/22 12:59:23 PM,Size & Fit:Regular fit. Runs true to size. Fabric:96% Cotton & 4% lycra,"The Wild & Free in Cashmere T-shirt ONLY For Women - Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Regular fit. Runs true to size. Fabric:96% Cotton & 4% lycra"
The Wild At Heart Boys Fleece PJs,"12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years",850.0,the-wild-at-heart-boys-fleece-pjs,shopify,"46781305487609, 46781305520377, 46781305553145, 46781305585913, 46781305618681, 46781305651449, 46781305684217, 46781305716985, 46781305749753",True,nan,https://applemintandcocoa.com//products/the-wild-at-heart-boys-fleece-pjs,2026/02/22 12:59:19 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Wild At Heart Boys Fleece PJs - 12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Wild At Heart Men Fleece PJs,"Small, Medium, Large, XLarge, XXlarge",1150.0,the-wild-at-heart-men-fleece-pjs,shopify,"46781313024249, 46781313057017, 46781313089785, 46781313122553, 46781313155321",True,nan,https://applemintandcocoa.com//products/the-wild-at-heart-men-fleece-pjs,2026/02/22 12:59:22 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Wild At Heart Men Fleece PJs - Small, Medium, Large, XLarge, XXlarge: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Wildflower Set For Baby Girls  (T-Shirt and Shorts ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",345.0,the-wildflower-set-for-baby-girls-t-shirt-and-shorts-included,shopify,"44519770128633, 44519770161401, 44519770194169, 44519770226937, 44519770259705, 44519770292473",False,nan,https://applemintandcocoa.com//products/the-wildflower-set-for-baby-girls-t-shirt-and-shorts-included,2026/02/22 12:59:21 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.","The Wildflower Set For Baby Girls  (T-Shirt and Shorts ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Winter Hugs Girls Fleece PJs,"12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years",850.0,the-winter-hugs-girls-fleece-pjs,shopify,"46781299458297, 46781299491065, 46781299523833, 46781299556601, 46781299589369, 46781299622137, 46781299654905, 46781299687673, 46781299720441",False,nan,https://applemintandcocoa.com//products/the-winter-hugs-girls-fleece-pjs,2026/02/22 12:59:14 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Winter Hugs Girls Fleece PJs - 12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Winter Tracksuit in Black For Adults,"Small, Medium, Large, X-Large, XX-Large",1950.0,the-winter-tracksuit-in-black-for-adults,shopify,"46939269103865, 46939269136633, 46939269169401, 46939269202169, 46939269234937",True,nan,https://applemintandcocoa.com//products/the-winter-tracksuit-in-black-for-adults,2026/02/22 12:59:15 PM,Our comfortable & cozy winter tracksuits are made to warm you up in the chilly winter weather! Key Features: A set of Jacket & Pants. Fleece Lined. Drawstring to adjust the size.,"The Winter Tracksuit in Black For Adults - Small, Medium, Large, X-Large, XX-Large: Our comfortable & cozy winter tracksuits are made to warm you up in the chilly winter weather! Key Features: A set of Jacket & Pants. Fleece Lined. Drawstring to adjust the size."
The Winter Tracksuit in Black For Kids,"2-3 years, 3-4 years, 4-5 years, 5-6 years, 6-7 years, 8-9 years, 10-11 years, 12-13 years, 14-15 years",1500.0,the-winter-tracksuit-in-black,shopify,"46939256291577, 46939256324345, 46939256357113, 46939256389881, 46939257143545, 46939257176313, 46939257209081, 46939257241849, 46939257274617",True,nan,https://applemintandcocoa.com//products/the-winter-tracksuit-in-black,2026/02/22 12:59:25 PM,Our comfortable & cozy winter tracksuits are made to warm you up in the chilly winter weather! Key Features: A set of Jacket & Pants. Fleece Lined. Drawstring to adjust the size.,"The Winter Tracksuit in Black For Kids - 2-3 years, 3-4 years, 4-5 years, 5-6 years, 6-7 years, 8-9 years, 10-11 years, 12-13 years, 14-15 years: Our comfortable & cozy winter tracksuits are made to warm you up in the chilly winter weather! Key Features: A set of Jacket & Pants. Fleece Lined. Drawstring to adjust the size."
